Sku,UPC,Catalogue N,Title,Label,Arq COST,Cost Price,V.S.P.,401 Co,401.VMS cost,401.V.S.P.,401.AVG. WEEK,402 Co,402.VMS cost,402.V.S.P.,402.AVG. WEEK,404 Co,404.VMS cost,404.V.S.P.,404.AVG. WEEK,405 Co,405.VMS cost,405.V.S.P.,405.AVG. WEEK,412 Co,412.VMS cost,412.V.S.P.,412.AVG. WEEK,416 Co,416.VMS cost,416.V.S.P.,416.AVG. WEEK,417 Co,417.VMS cost,417.V.S.P.,417.AVG. WEEK,423 Co,423.VMS cost,423.V.S.P.,423.AVG. WEEK,424 Co,424.VMS cost,424.V.S.P.,424.AVG. WEEK,425 Co,425.VMS cost,425.V.S.P.,425.AVG. WEEK,426 Co,426.VMS cost,426.V.S.P.,426.AVG. WEEK,429 Co,429.VMS cost,429.V.S.P.,429.AVG. WEEK,444 Co,444.VMS cost,444.V.S.P.,444.AVG. WEEK,490 Co,490.VMS cost,490.V.S.P.,490.AVG. WEEK,Latest SOH,total sale of Goods,Status
742295,6.95E+12,SUGENT-XF0S    ,BASEUS SUSPENSION GLASS DESKTOP BRACKET SILVER FOR SMARTPHONES                                                ,BASEUS                        ,1,39.5,79,0,0,0,0,2,158,79,0.5,0,0,0,0,1,79,39.5,0.25,0,0,0,0,0,0,0,0,0,0,0,0,1,79,39.5,0.25,2,158,79,0.5,0,0,0,0,1,79,39.5,0.25,0,0,0,0,0,0,0,0,0,0,0,0,26,7,Fast moving
742296,6.95E+12,SUGENT-XF01    ,BASEUS SUSPENSION GLASS DESKTOP BRACKET BLACK FOR SMARTPHONES                                                 ,BASEUS                        ,1,39.5,79,0,0,0,0,0,0,0,0,0,0,0,0,3,237,118.5,0.75,0,0,0,0,2,158,79,0.5,2,158,79,0.5,1,79,39.5,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,8,Fast moving
742297,6.95E+12,ACAPIPHX-ABJ01 ,BASEUS 1+1 BLACK WIRELESS CHARGE 5000MAH POWER BANK FOR IPHONE XS/X                                           ,BASEUS                        ,1,119.5,249,0,0,0,0,0,0,0,0,1,249,119.5,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,Slow moving
742298,6.95E+12,ACAPIPHX-BJ01  ,BASEUS PLAID BLACK 3500MAH POWER BANK FOR IPHONE X                                                            ,BASEUS                        ,1,89.5,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,378,179,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2,Slow moving
742300,6.95E+12,ACPCL-01       ,BASEUS GOLDEN CUDGEL CAPACITIVE STYLUS BLACK                                                                  ,BASEUS                        ,1,29.5,59,2,118,59,0.5,0,0,0,0,0,0,0,0,2,118,59,0.5,0,0,0,0,1,59,29.5,0.25,0,0,0,0,0,0,0,0,2,118,59,0.5,0,0,0,0,0,0,0,0,2,118,59,0.5,0,0,0,0,0,0,0,0,32,9,Fast moving
742301,6.96E+12,4KCD6901       ,USAMS 4000MAH POWER BANK CASE BLACK FOR IPHONE XS MAX                                                         ,USAMS                         ,1,94.5,199,0,0,0,0,0,0,0,0,2,398,189,0.5,3,597,283.5,0.75,1,199,94.5,0.25,3,597,283.5,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,Fast moving
743939,6.95E+12,NGH08-01       ,BASEUS H08 BLACK IMMERSIVE VIRTUAL 3D GAMING IN-EAR EARPHONES                                                 ,BASEUS                        ,1,140,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,578,280,0.5,2,578,280,0.5,0,0,0,0,0,0,0,0,1,289,140,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,5,Fast moving
743940,6.95E+12,NGH08-2G       ,BASEUS H08 WHITE/GREY IMMERSIVE VIRTUAL 3D GAMING IN-EAR EARPHONES                                            ,BASEUS                        ,1,140,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,867,420,0.75,2,578,280,0.5,2,578,280,0.5,0,0,0,0,1,289,140,0.25,1,289,140,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,9,Fast moving
743943,6.95E+12,NGS07-01       ,BASEUS ENCOK BLACK SPORTS WIRELESS IN-EAR EARPHONES S07                                                       ,BASEUS                        ,1,49.5,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,99,49.5,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,Slow moving
743945,6.95E+12,NGS07-19       ,BASEUS ENCOK RED/BLACK SPORTS WIRELESS IN-EAR EARPHONES S07                                                   ,BASEUS                        ,1,49.5,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Run out of stock
743947,6.95E+12,NGS07-S9       ,BASEUS ENCOK SILVER/RED SPORTS WIRELESS IN-EAR EARPHONES S07                                                  ,BASEUS                        ,1,49.5,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,Non moving
743948,6.95E+12,ACNXB-02       ,BASEUS WARM LITTLE WHITE FAN HEATER                                                                           ,BASEUS                        ,1,79.5,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Run out of stock
743953,6.95E+12,WIAPIPH58-ASL01,BASEUS ORIGINAL LSR CASE BLACK FOR IPHONE XS                                                                  ,BASEUS                        ,1,34.5,69,2,138,69,0.5,0,0,0,0,0,0,0,0,1,69,34.5,0.25,4,276,138,1,6,414,207,1.5,1,69,34.5,0.25,2,138,69,0.5,2,138,69,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,18,Fast moving
743955,6.95E+12,WIAPIPH58-ASL03,BASEUS ORIGINAL LSR CASE LIGHT AQUA MARINE FOR IPHONE XS                                                      ,BASEUS                        ,1,34.5,69,0,0,0,0,1,69,34.5,0.25,0,0,0,0,3,207,103.5,0.75,0,0,0,0,1,69,34.5,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,138,69,0.5,0,0,0,0,0,0,0,0,0,0,0,0,35,7,Fast moving
743956,6.95E+12,WIAPIPH58-ASL04,BASEUS ORIGINAL LSR CASE PINK FOR IPHONE XS                                                                   ,BASEUS                        ,1,34.5,69,2,138,69,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,69,34.5,0.25,1,69,34.5,0.25,0,0,0,0,1,69,34.5,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,5,Fast moving
743958,6.95E+12,WIAPIPH58-ASL09,BASEUS ORIGINAL LSR CASE RED FOR IPHONE XS                                                                    ,BASEUS                        ,1,34.5,69,2,138,69,0.5,0,0,0,0,0,0,0,0,0,0,0,0,2,138,69,0.5,1,69,34.5,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,5,Fast moving
743960,6.95E+12,WIAPIPH65-ASL01,BASEUS ORIGINAL LSR CASE BLACK FOR IPHONE XS MAX                                                              ,BASEUS                        ,1,34.5,69,2,138,69,0.5,1,69,34.5,0.25,0,0,0,0,0,0,0,0,0,0,0,0,4,276,138,1,1,69,34.5,0.25,2,138,69,0.5,0,0,0,0,0,0,0,0,1,69,34.5,0.25,1,69,34.5,0.25,0,0,0,0,0,0,0,0,32,12,Fast moving
743961,6.95E+12,WIAPIPH65-ASL03,BASEUS ORIGINAL LSR CASE LIGHT AQUA MARINE FOR IPHONE XS MAX                                                  ,BASEUS                        ,1,34.5,69,0,0,0,0,0,0,0,0,1,69,34.5,0.25,2,138,69,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69,34.5,0.25,0,0,0,0,1,69,34.5,0.25,0,0,0,0,0,0,0,0,0,0,0,0,49,5,Fast moving
743963,6.95E+12,WIAPIPH65-ASL04,BASEUS ORIGINAL LSR CASE PINK FOR IPHONE XS MAX                                                               ,BASEUS                        ,1,34.5,69,0,0,0,0,0,0,0,0,0,0,0,0,1,69,34.5,0.25,1,69,34.5,0.25,2,138,69,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,4,Fast moving
743965,6.95E+12,WIAPIPH65-ASL09,BASEUS ORIGINAL LSR CASE RED FOR IPHONE XS MAX                                                                ,BASEUS                        ,1,34.5,69,1,69,34.5,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,138,69,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,3,Fast moving
743966,6.95E+12,CATKC-A01      ,BASEUS DOUBLE FAST CHARGING TYPE-C CABLE 1M BLACK                                                             ,BASEUS                        ,1,29.5,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,59,29.5,0.25,0,0,0,0,0,0,0,0,1,59,29.5,0.25,0,0,0,0,0,0,0,0,1,59,29.5,0.25,0,0,0,0,0,0,0,0,52,3,Fast moving
743968,6.95E+12,SUCJG9-02      ,BASEUS G9 MOBILE GAME SCORING TOOL WHITE FOR SMARTPHONES/TABLET                                               ,BASEUS                        ,1,24.5,49,0,0,0,0,2,98,49,0.5,2,98,49,0.5,4,196,98,1,1,49,24.5,0.25,2,98,49,0.5,1,49,24.5,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,12,Fast moving
743975,6.95E+12,SUCJG9-01      ,BASEUS G9 MOBILE GAME SCORING TOOL BLACK FOR SMARTPHONES/TABLET                                               ,BASEUS                        ,1,24.5,49,1,49,24.5,0.25,1,49,24.5,0.25,1,49,24.5,0.25,3,147,73.5,0.75,1,49,24.5,0.25,8,392,196,2,3,147,73.5,0.75,0,0,0,0,2,98,49,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,20,Fast moving
744168,6.95E+12,CATKC-A09      ,BASEUS DOUBLE FAST CHARGING TYPE-C CABLE 1M RED                                                               ,BASEUS                        ,1,29.5,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,59,29.5,0.25,0,0,0,0,0,0,0,0,2,118,59,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,3,Fast moving
746545,6.95E+12,CAHUB-K0G      ,BASEUS HARMONICA 5-IN-1 HUB ADAPTER GREY                                                                      ,BASEUS                        ,1,74.5,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Run out of stock
746546,6.95E+12,SGAPIPD-BX02   ,BASEUS 0.3MM ANTI-BLUE LIGHT TEMPERED GLASS FILM TRANSPARENT FOR IPAD PRO 12.9-INCH 3RD GEN                   ,BASEUS                        ,1,44.5,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,99,44.5,0.25,0,0,0,0,0,0,0,0,0,0,0,0,47,1,Slow moving
746547,6.95E+12,LTAPIPD-ASM01  ,BASEUS SIMPLISM Y-TYPE LEATHER CASE BLACK FOR IPAD PRO 11-INCH                                                ,BASEUS                        ,1,74.5,159,0,0,0,0,1,159,74.5,0.25,0,0,0,0,1,159,74.5,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,2,Slow moving
746548,6.95E+12,LTAPIPD-BSM01  ,BASEUS SIMPLISM Y-TYPE LEATHER CASE BLACK FOR IPAD PRO 12.9-INCH 3RD GEN                                      ,BASEUS                        ,1,89.5,189,0,0,0,0,0,0,0,0,0,0,0,0,1,189,89.5,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,189,89.5,0.25,0,0,0,0,0,0,0,0,0,0,0,0,37,2,Slow moving
746549,6.95E+12,LTAPIPD-BSM03  ,BASEUS SIMPLISM Y-TYPE LEATHER CASE BLUE FOR IPAD PRO 12.9-INCH 3RD GEN                                       ,BASEUS                        ,1,89.5,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,Non moving
746699,7.45E+11,BHL-712        ,BRAVE LOTTO SERIES MAGNETIC CAR MOUNTS                                                                        ,BRAVE                         ,1,34.5,69,1,69,34.5,0.25,1,69,34.5,0.25,1,69,34.5,0.25,0,0,0,0,2,138,69,0.5,2,138,69,0.5,1,69,34.5,0.25,0,0,0,0,4,276,138,1,0,0,0,0,1,69,34.5,0.25,0,0,0,0,0,0,0,0,0,0,0,0,27,13,Fast moving
746700,7.45E+11,BHL-713        ,BRAVE 2-IN-1 UNIVERSAL MAGNETIC HOLDER                                                                        ,BRAVE                         ,1,29.5,59,3,177,88.5,0.75,1,59,29.5,0.25,1,59,29.5,0.25,0,0,0,0,3,177,88.5,0.75,6,354,177,1.5,0,0,0,0,1,59,29.5,0.25,1,59,29.5,0.25,0,0,0,0,1,59,29.5,0.25,1,59,29.5,0.25,0,0,0,0,0,0,0,0,33,18,Fast moving
748116,7.45E+12,BBP-901        ,BRAVE PU LEATHER BACKPACK BLACK WITH BLUETOOTH SPEAKER & 5000MAH POWER BANK                                   ,BRAVE                         ,1,487,789,0,0,0,0,0,0,0,0,0,0,0,0,1,789,487,0.25,0,0,0,0,2,1578,974,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,Fast moving
748118,7.45E+12,BBP-902        ,BRAVE NYLON BACKPACK BLACK CIRCUIT PATTERN WITH BLUETOOTH SPEAKER & 5000MAH POWER BANK                        ,BRAVE                         ,1,487,789,0,0,0,0,0,0,0,0,0,0,0,0,1,789,487,0.25,0,0,0,0,4,3156,1948,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,Fast moving
748119,7.45E+12,BBP-903        ,BRAVE NYLON BACKPACK ARMY GREY WITH BLUETOOTH SPEAKER & 5000MAH POWER BANK                                    ,BRAVE                         ,1,487,789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,Non moving
748120,7.45E+12,BBP-904        ,BRAVE NYLON BACKPACK DARK CAMOUFLAGE WITH BLUETOOTH SPEAKER & 5000MAH POWER BANK                              ,BRAVE                         ,1,487,789,0,0,0,0,0,0,0,0,0,0,0,0,1,789,487,0.25,0,0,0,0,1,789,487,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,Slow moving
748121,7.45E+12,BBP-905        ,BRAVE NYLON BACKPACK BEIGE WITH BLUETOOTH SPEAKER & 5000MAH POWER BANK                                        ,BRAVE                         ,1,487,789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,789,487,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,Slow moving
748127,4.72E+12,PH18502-BK     ,BONE COLLECTION RUN TIE BLACK LARGE FOR SMARTPHONES 4-6.5 INCH                                                ,BONE COLLECTION               ,1,69.5,149,0,0,0,0,0,0,0,0,1,149,69.5,0.25,0,0,0,0,0,0,0,0,1,149,69.5,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,2,Slow moving
748128,4.72E+12,PH18501-BK     ,BONE COLLECTION RUN TIE BLACK SMALL                                                                           ,BONE COLLECTION               ,1,69.5,149,1,149,69.5,0.25,0,0,0,0,2,298,139,0.5,0,0,0,0,1,149,69.5,0.25,2,298,139,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,6,Fast moving
748129,4.72E+12,DR18041-32BK   ,BONE COLLECTION MARU PENGUIN 32GB USB 3.0                                                                     ,BONE COLLECTION               ,1,116.35,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,378,232.7,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,2,Slow moving
748131,4.72E+12,DR18043-32BR   ,BONE COLLECTION MR. DEER 32GB USB 3.0                                                                         ,BONE COLLECTION               ,1,116.35,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,189,116.35,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,1,Slow moving
748133,4.72E+12,AP14021-BK     ,BONE COLLECTION LINKEY LIGHTNING BLACK                                                                        ,BONE COLLECTION               ,1,59.5,129,0,0,0,0,0,0,0,0,1,129,59.5,0.25,1,129,59.5,0.25,0,0,0,0,4,516,238,1,0,0,0,0,0,0,0,0,1,129,59.5,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,7,Fast moving
751056,6.95E+12,ACPBCJ-01      ,BASEUS SHOOTING GAME TOOL FOR PAD BLACK                                                                       ,BASEUS                        ,1,34.5,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,138,69,0.5,3,207,103.5,0.75,4,276,138,1,1,69,34.5,0.25,2,138,69,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,12,Fast moving
751059,6.95E+12,ACPBCJ-02      ,BASEUS SHOOTING GAME TOOL FOR PAD TRANSPARENT                                                                 ,BASEUS                        ,1,34.5,69,1,69,34.5,0.25,2,138,69,0.5,0,0,0,0,1,69,34.5,0.25,2,138,69,0.5,2,138,69,0.5,0,0,0,0,0,0,0,0,2,138,69,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,10,Fast moving
751060,6.95E+12,SGAPWA4-A01    ,BASEUS 0.3MM FULL-SCREEN CURVED TEMPERED FILM BLACK FOR APPLE WATCH SERIES 4 40MM                             ,BASEUS                        ,1,29.5,59,1,59,29.5,0.25,1,59,29.5,0.25,1,59,29.5,0.25,1,59,29.5,0.25,0,0,0,0,8,472,236,2,3,177,88.5,0.75,0,0,0,0,5,295,147.5,1.25,1,59,29.5,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,21,Fast moving
751063,6.95E+12,SGAPWA4-B01    ,BASEUS 0.3MM FULL-SCREEN CURVED TEMPERED FILM BLACK FOR APPLE WATCH SERIES 4 44MM                             ,BASEUS                        ,1,29.5,59,9,531,265.5,2.25,5,295,147.5,1.25,2,118,59,0.5,1,59,29.5,0.25,3,177,88.5,0.75,6,354,177,1.5,4,236,118,1,0,0,0,0,4,236,118,1,1,59,29.5,0.25,2,118,59,0.5,0,0,0,0,0,0,0,0,0,0,0,0,104,37,Fast moving
