Sku,UPC,Catalogue N,Label,Arq COST,Cost Price,V.S.P.,Latest SOH,01-2019: QTY SOLD,01-2019: QTY SOLDArqoob Cost,01-2019: QTY SOLDQTY SOLD VALUE,02-2019: QTY SOLD,02-2019: QTY SOLDArqoob Cost,02-2019: QTY SOLDQTY SOLD VALUE,03-2019: QTY SOLD,03-2019: QTY SOLDArqoob Cost,03-2019: QTY SOLDQTY SOLD VALUE,04-2019: QTY SOLD,04-2019: QTY SOLDArqoob Cost,04-2019: QTY SOLDQTY SOLD VALUE,05-2019: QTY SOLD,05-2019: QTY SOLDArqoob Cost,05-2019: QTY SOLDQTY SOLD VALUE,06-2019: QTY SOLD,06-2019: QTY SOLDArqoob Cost,06-2019: QTY SOLDQTY SOLD VALUE,07-2019: QTY SOLD,07-2019: QTY SOLDArqoob Cost,07-2019: QTY SOLDQTY SOLD VALUE,08-2019: QTY SOLD,08-2019: QTY SOLDArqoob Cost,08-2019: QTY SOLDQTY SOLD VALUE,09-2019: QTY SOLD,09-2019: QTY SOLDArqoob Cost,09-2019: QTY SOLDQTY SOLD VALUE,Total Qty Sold,Total Arghoob Cost,Total Arqhoob Price,Qty Avg Day,Qty Avg Month,Value Avg Month,Qty Stock Value,Days Stock in Hand,Current stock cover upto (Week),Current stock cover upto (Month),Current stock cover upto (Date)
742298,6953156270640,ACAPIPHX-BJ01  ,BASEUS                        ,46.7760274,89.5,189,0,5,233.88,447.5,2,93.55,179.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,7.0,327.43,626.5,0.03,0.78,69.61,0.0,0.0,0.0,0.0,
742301,6958444961736,4KCD6901       ,USAMS                         ,45.0,94.5,199,0,34,1530.0,3213.0,9,405.0,850.5,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,43.0,1935.0,4063.5,0.16,4.78,451.5,0.0,0.0,0.0,0.0,
743940,6953156282254,NGH08-2G       ,BASEUS                        ,76.0,140.0,289,1,14,1064.0,1960.0,9,684.0,1260.0,5,380.0,700.0,2,152.0,280.0,3,228.0,420.0,0,0.0,0.0,0,0.0,0.0,1,76.0,140.0,1,76.0,140.0,35.0,2660.0,4900.0,0.13,3.89,544.44,140.0,7.69,1.0,0.0,2019-09-23
743943,6953156271357,NGS07-01       ,BASEUS                        ,27.24,49.5,99,5,0,0.0,0.0,1,27.24,49.5,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1.0,27.24,49.5,0.0,0.11,5.5,247.5,0.0,inf,inf,
743945,6953156271371,NGS07-19       ,BASEUS                        ,26.99,49.5,99,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
743947,6953156271364,NGS07-S9       ,BASEUS                        ,27.24,49.5,99,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
743953,6953156284814,WIAPIPH58-ASL01,BASEUS                        ,11.7,34.5,69,2,16,187.2,552.0,18,210.6,621.0,24,280.8,828.0,26,304.2,897.0,17,198.9,586.5,4,46.8,138.0,1,11.7,34.5,2,23.4,69.0,0,0.0,0.0,108.0,1263.6,3726.0,0.4,12.0,414.0,69.0,5.0,1.0,0.0,2019-09-20
743955,6953156284821,WIAPIPH58-ASL03,BASEUS                        ,12.38,34.5,69,1,15,185.7,517.5,7,86.66,241.5,10,123.8,345.0,12,148.56,414.0,8,99.04,276.0,5,61.9,172.5,7,86.66,241.5,2,24.76,69.0,2,24.76,69.0,68.0,841.84,2346.0,0.25,7.56,260.67,34.5,4.0,1.0,0.0,2019-09-19
743956,6953156284838,WIAPIPH58-ASL04,BASEUS                        ,12.68,34.5,69,0,16,202.88,552.0,5,63.4,172.5,16,202.88,552.0,12,152.16,414.0,13,164.84,448.5,2,25.36,69.0,1,12.68,34.5,2,25.36,69.0,0,0.0,0.0,67.0,849.56,2311.5,0.25,7.44,256.83,0.0,0.0,0.0,0.0,
743960,6953156284890,WIAPIPH65-ASL01,BASEUS                        ,11.99,34.5,69,2,11,131.89,379.5,12,143.88,414.0,11,131.89,379.5,8,95.92,276.0,9,107.91,310.5,8,95.92,276.0,2,23.98,69.0,3,35.97,103.5,1,11.99,34.5,65.0,779.35,2242.5,0.24,7.22,249.17,69.0,8.33,1.0,0.0,2019-09-23
743963,6953156284913,WIAPIPH65-ASL04,BASEUS                        ,11.99,34.5,69,0,5,59.95,172.5,4,47.96,138.0,4,47.96,138.0,4,47.96,138.0,3,35.97,103.5,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,20.0,239.8,690.0,0.07,2.22,76.67,0.0,0.0,0.0,0.0,
743965,6953156284920,WIAPIPH65-ASL09,BASEUS                        ,11.99,34.5,69,0,2,23.98,69.0,3,35.97,103.5,6,71.94,207.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,11.0,131.89,379.5,0.04,1.22,42.17,0.0,0.0,0.0,0.0,
743975,6953156279018,SUCJG9-01      ,BASEUS                        ,5.26,24.5,49,3,38,199.88,931.0,20,105.2,490.0,12,63.12,294.0,10,52.6,245.0,7,36.82,171.5,3,15.78,73.5,4,21.04,98.0,4,21.04,98.0,0,0.0,0.0,98.0,515.48,2401.0,0.36,10.89,266.78,73.5,8.33,1.0,0.0,2019-09-23
746546,6953156279643,SGAPIPD-BX02   ,BASEUS                        ,21.8,44.5,99,0,2,43.6,89.0,1,21.8,44.5,4,87.2,178.0,4,87.2,178.0,2,43.6,89.0,5,109.0,222.5,4,87.2,178.0,1,21.8,44.5,0,0.0,0.0,23.0,501.4,1023.5,0.08,2.56,113.72,0.0,0.0,0.0,0.0,
746547,6953156282094,LTAPIPD-ASM01  ,BASEUS                        ,38.39247525,74.5,159,0,4,153.57,298.0,2,76.78,149.0,0,0.0,0.0,2,76.78,149.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,8.0,307.13,596.0,0.03,0.89,66.22,0.0,0.0,0.0,0.0,
746548,6953156282117,LTAPIPD-BSM01  ,BASEUS                        ,44.2,89.5,189,0,3,132.6,268.5,2,88.4,179.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,5.0,221.0,447.5,0.02,0.56,49.72,0.0,0.0,0.0,0.0,
746549,6953156282124,LTAPIPD-BSM03  ,BASEUS                        ,44.33706294,89.5,189,0,7,310.36,626.5,0,0.0,0.0,1,44.34,89.5,0,0.0,0.0,1,44.34,89.5,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,9.0,399.04,805.5,0.03,1.0,89.5,0.0,0.0,0.0,0.0,
748116,7447902860838,BBP-901        ,BRAVE                         ,197.68,292.0,469,0,1,197.68,292.0,3,593.04,876.0,0,0.0,0.0,2,395.36,584.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,6.0,1186.08,1752.0,0.02,0.67,194.67,0.0,0.0,0.0,0.0,
748118,7447902860692,BBP-902        ,BRAVE                         ,197.68,292.0,469,0,1,197.68,292.0,5,988.4,1460.0,0,0.0,0.0,2,395.36,584.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,8.0,1581.44,2336.0,0.03,0.89,259.56,0.0,0.0,0.0,0.0,
748119,7447902860524,BBP-903        ,BRAVE                         ,197.68,292.0,469,-1,0,0.0,0.0,0,0.0,0.0,1,197.68,292.0,2,395.36,584.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,3.0,593.04,876.0,0.01,0.33,97.33,-292.0,-100.0,-14.0,-3.0,2019-06-07
748120,7447902860456,BBP-904        ,BRAVE                         ,197.68,292.0,469,0,1,197.68,292.0,2,395.36,584.0,1,197.68,292.0,3,593.04,876.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,7.0,1383.76,2044.0,0.03,0.78,227.11,0.0,0.0,0.0,0.0,
748121,7447902860388,BBP-905        ,BRAVE                         ,197.68,292.0,469,0,0,0.0,0.0,1,197.68,292.0,0,0.0,0.0,1,197.68,292.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,2.0,395.36,584.0,0.01,0.22,64.89,0.0,0.0,0.0,0.0,
758127,6953156282278,CATL41-01      ,BASEUS                        ,9.9,29.5,62,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
758229,6953156261365,SUHZ-2S        ,BASEUS                        ,14.0,35.0,73,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
758230,6971680477397,RPH0890        ,ROCK                          ,18.0,35.0,73,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
758241,6953156288935,CAHUB-T01      ,BASEUS                        ,55.18,114.5,241,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
758244,6953156290488,CABA01-01      ,BASEUS                        ,18.32,44.5,94,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
758245,6953156290495,CABA01-09      ,BASEUS                        ,18.32,44.5,94,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,12,219.84,534.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,12.0,219.84,534.0,0.04,1.33,59.33,0.0,0.0,0.0,0.0,
762676,6953156291492,CATXF-0G       ,BASEUS                        ,107.84,125.0,259,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
766140,6953156293618,CA1T4-I0G      ,BASEUS                        ,28.96253968,65.0,139,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
