Sku,UPC,Catalogue N,Title,Label,Arq COST,Cost Price,V.S.P.,Latest SOH,01-2019 total sale of Goods,02-2019 total sale of Goods,03-2019 total sale of Goods,04-2019 total sale of Goods,05-2019 total sale of Goods,06-2019 total sale of Goods,07-2019 total sale of Goods,08-2019 total sale of Goods,09-2019 total sale of Goods,Existence on Shop,3 months avrage sale,Stock Status,profit,Profit status,Final Status,Non Moving Action,Reordering
674011,6.95316E+12,SUDYZP-D19     ,BASEUS FULLY FOLDING SELFIE STICK BLACK/RED                                                                   ,BASEUS                        ,45.32,74.5,159,0,0,0,0,0,0,0,0,0,0,Min 3 months,0,Run out of stock,0,Run out of stock,Run out of stock - Run out of stock,-,-
676636,6.95316E+12,SUDYZP-D1S     ,BASEUS FULLY FOLDING SELFIE STICK BLACK/SLIVER                                                                ,BASEUS                        ,45.32,74.5,159,34,0,0,0,0,0,0,11,11,4,Min 3 months,8.67,Fast moving,252.9906,Most profitable,Fast moving - Most profitable,-,Profitable - Reorder
676638,6.95316E+12,SUDYZP-D1V     ,BASEUS FULLY FOLDING SELFIE STICK BLACK/GOLD                                                                  ,BASEUS                        ,45.32,74.5,159,0,0,0,0,0,0,0,0,0,0,Min 3 months,0,Run out of stock,0,Run out of stock,Run out of stock - Run out of stock,-,-
734870,6.95316E+12,NGS16-06       ,BASEUS ENCOK NECK HUNG BLUETOOTH EARPHONES S16 GREEN                                                          ,BASEUS                        ,46.37,99.5,209,0,0,0,0,0,0,0,0,0,0,Min 3 months,0,Run out of stock,0,Run out of stock,Run out of stock - Run out of stock,-,-
734869,6.95316E+12,NGS16-09       ,BASEUS ENCOK NECK HUNG BLUETOOTH EARPHONES S16 RED                                                            ,BASEUS                        ,46.64,99.5,209,0,0,0,0,0,0,0,0,0,0,Min 3 months,0,Run out of stock,0,Run out of stock,Run out of stock - Run out of stock,-,-
742298,6.95316E+12,ACAPIPHX-BJ01  ,BASEUS PLAID BLACK 3500MAH POWER BANK FOR IPHONE X                                                            ,BASEUS                        ,46.7760274,89.5,189,0,5,2,0,0,0,0,0,0,0,0 month,0,Run out of stock,0,Run out of stock,Run out of stock - Run out of stock,-,-
734902,6.95316E+12,ACAPIPH-EA9    ,BASEUS RED-HAT TYPE-C 32GB USB FLASH DISK                                                                     ,BASEUS                        ,47.3,74.5,159,1,2,0,0,0,1,0,0,0,0,0 month,0,Non moving,0,Run out of stock,Non moving - Run out of stock,-,-
734893,6.95316E+12,PPALL-QY02     ,BASEUS THIN WIRELESS CHARGE 10000 MAH POWER BANK WHITE                                                        ,BASEUS                        ,49.81,109.5,229,0,0,0,5,6,6,4,4,3,0,0 month,2.33,Run out of stock,139.0777,Profitable,Run out of stock - Profitable,-,-
734894,6.95316E+12,PPALL-QY04     ,BASEUS THIN WIRELESS CHARGE 10000MAH POWER BANK PINK                                                          ,BASEUS                        ,49.81,109.5,229,1,0,0,0,0,0,0,0,0,0,0 month,0,Non moving,0,Run out of stock,Non moving - Run out of stock,-,-
734892,6.95316E+12,PPALL-QY01     ,BASEUS THIN WIRELESS CHARGE 10000MAH POWER BANK BLACK                                                         ,BASEUS                        ,50.97,109.5,229,3,0,1,2,0,0,0,0,0,0,0 month,0,Non moving,0,Run out of stock,Non moving - Run out of stock,-,-
766138,6.95316E+12,WX3IN1-01      ,BASEUS SMART 3-IN-1 WIRELESS CHARGER 18W BLACK                                                                ,BASEUS                        ,51.18,95,199,12,0,0,0,0,0,0,9,11,5,Min 3 months,8.33,Fast moving,365.0206,Most profitable,Fast moving - Most profitable,-,Profitable - Reorder
734836,6.95316E+12,WXZN-01        ,BASEUS CAR WIRELESS CHARGER SMART VEHICLE BRACKET                                                             ,BASEUS                        ,51.99,69.5,149,5,6,4,14,6,15,9,30,5,3,Min 3 months,12.67,Fast moving,221.8517,Most profitable,Fast moving - Most profitable,-,Profitable - Reorder
758128,6.95316E+12,WXZN-B01       ,BASEUS SMART VEHICLE BRACKET WIRELESS CHARGER WITH INFRARED SENSOR BLACK                                      ,BASEUS                        ,52.61,99.5,209,17,0,0,0,1,10,11,12,6,4,Min 3 months,7.33,Fast moving,343.7037,Most profitable,Fast moving - Most profitable,-,Profitable - Reorder
734868,6.95316E+12,NGW02-02       ,BASEUS ENCOK W02 TWS TRULY WIRELESS HEADSET WHITE                                                             ,BASEUS                        ,53.97,104.5,219,6,3,4,4,4,1,1,0,0,0,Min 3 months,0,Non moving,0,Run out of stock,Non moving - Run out of stock,Buying Price,-
734939,6.95316E+12,CCALL-XK01     ,BASEUS DESKTOP WIRELESS/WIRED CHARGER BLACK                                                                   ,BASEUS                        ,54.33,109.5,229,0,1,0,0,0,0,0,0,0,0,0 month,0,Run out of stock,0,Run out of stock,Run out of stock - Run out of stock,-,-
766139,6.95316E+12,WX3IN1-02      ,BASEUS SMART 3-IN-1 WIRELESS CHARGER 18W WHITE                                                                ,BASEUS                        ,55.17,95,199,41,0,0,0,0,0,0,8,14,7,Min 3 months,9.67,Fast moving,385.1561,Most profitable,Fast moving - Most profitable,-,Profitable - Reorder
758241,6.95316E+12,CAHUB-T01      ,BASEUS MATE DOCKING TYPE-C HUB DOCKING STATION BLACK                                                          ,BASEUS                        ,55.18,114.5,241,0,0,0,0,0,0,0,0,0,0,0 month,0,Run out of stock,0,Run out of stock,Run out of stock - Run out of stock,-,-
734905,6.95316E+12,CAHUB-E0G      ,BASEUS LITTLE BOX TYPE-C TO HDMI+TYPE-C PD MINI HD SMART HUB CONVERTER DARK GRAY                              ,BASEUS                        ,55.7,114.5,239,0,0,0,0,0,0,0,0,0,0,0 month,0,Run out of stock,0,Run out of stock,Run out of stock - Run out of stock,-,-
734867,6.95316E+12,NGW02-01       ,BASEUS ENCOK W02 TWS TRULY WIRELESS HEADSET BLACK                                                             ,BASEUS                        ,57.06,104.5,219,3,10,4,11,5,7,1,3,1,0,Min 3 months,1.33,Slow moving,63.0952,Profitable,Slow moving - Profitable,-,-
738076,6.95316E+12,CATSX-D0G      ,BASEUS HDMI + USB 3.0 HUB ADAPTER                                                                             ,BASEUS                        ,61,124.5,259,0,0,0,0,0,0,0,0,0,0,0 month,0,Run out of stock,0,Run out of stock,Run out of stock - Run out of stock,-,-
734889,6.95316E+12,PPKC-A01       ,BASEUS POWERFUL TYPE-C PD+QC3.0 20000MAH POWER BANK BLACK                                                     ,BASEUS                        ,61.89,119.5,249,3,1,0,0,4,5,5,7,3,1,Min 3 months,3.67,Slow moving,211.4287,Most profitable,Slow moving - Most profitable,-,-
734890,6.95316E+12,PPKC-A02       ,BASEUS POWERFUL TYPE-C PD+QC3.0 20000MAH POWER BANK WHITE                                                     ,BASEUS                        ,63.4,119.5,249,3,0,0,1,1,4,4,3,0,0,0 month,1,Slow moving,56.1,Profitable,Slow moving - Profitable,-,-
734891,6.95316E+12,PPKC-A09       ,BASEUS POWERFUL TYPE-C PD+QC3.0 20000MAH POWER BANK RED                                                       ,BASEUS                        ,63.4,119.5,249,0,0,0,2,1,2,1,0,0,0,0 month,0,Run out of stock,0,Run out of stock,Run out of stock - Run out of stock,-,-
742297,6.95316E+12,ACAPIPHX-ABJ01 ,BASEUS 1+1 BLACK WIRELESS CHARGE 5000MAH POWER BANK FOR IPHONE XS/X                                           ,BASEUS                        ,63.54,119.5,249,0,3,1,1,2,0,0,0,0,0,0 month,0,Run out of stock,0,Run out of stock,Run out of stock - Run out of stock,-,-
738075,6.95316E+12,CATCY-B0G      ,BASEUS TYPE C TO HDMI JOINT ADAPTER CABLE 1.8M DARK GREY                                                      ,BASEUS                        ,65,129.5,269,1,1,0,0,0,0,0,0,0,0,0 month,0,Non moving,0,Run out of stock,Non moving - Run out of stock,-,-
663501,6.95316E+12,NGW01-01       ,BASEUS ENCOK W01 BLACK TRUE WIRELESS IN-EAR EARPHONES                                                         ,BASEUS                        ,66.22,114.5,239,24,0,0,0,0,0,0,5,19,3,Min 3 months,9,Fast moving,434.52,Most profitable,Fast moving - Most profitable,-,Profitable - Reorder
665858,6.95316E+12,NGW01-02       ,BASEUS ENCOK W01 WHITE TRUE WIRELESS IN-EAR EARPHONES                                                         ,BASEUS                        ,66.22,114.5,239,38,0,0,0,0,0,4,4,9,2,0 month,5,Slow moving,241.4,Most profitable,Slow moving - Most profitable,-,-
734839,6.95316E+12,WXHSD-D01      ,BASEUS WIRELESS CHARGER POWER BANK 10000MAH BLACK                                                             ,BASEUS                        ,67.55,129.5,269,0,0,0,0,0,0,0,0,0,0,Min 3 months,0,Run out of stock,0,Run out of stock,Run out of stock - Run out of stock,-,-
734840,6.95316E+12,WXHSD-D02      ,BASEUS WIRELESS CHARGER POWER BANK 10000MAH WHITE                                                             ,BASEUS                        ,67.55,129.5,269,0,0,0,0,0,0,0,0,0,0,Min 3 months,0,Run out of stock,0,Run out of stock,Run out of stock - Run out of stock,-,-
743939,6.95316E+12,NGH08-01       ,BASEUS H08 BLACK IMMERSIVE VIRTUAL 3D GAMING IN-EAR EARPHONES                                                 ,BASEUS                        ,76,140,289,8,23,5,9,9,6,6,3,3,0,0 month,2,Slow moving,128,Profitable,Slow moving - Profitable,-,-
743940,6.95316E+12,NGH08-2G       ,BASEUS H08 WHITE/GREY IMMERSIVE VIRTUAL 3D GAMING IN-EAR EARPHONES                                            ,BASEUS                        ,76,140,289,1,14,9,5,2,3,0,0,1,1,0 month,0.67,Non moving,42.88,Profitable,Non moving - Profitable,-,-
734880,6.95316E+12,WXXHJ-B0S      ,BASEUS DUAL WIRELESS CHARGER SILVER +WALL CHARGER & CABLE                                                     ,BASEUS                        ,76.08,94.5,199,15,0,0,4,8,7,12,0,0,0,0 month,0,Non moving,0,Run out of stock,Non moving - Run out of stock,-,-
734879,6.95316E+12,WXXHJ-B01      ,BASEUS DUAL WIRELESS CHARGER BLACK +WALL CHARGER & CABLE                                                      ,BASEUS                        ,77.21,94.5,199,0,5,1,3,0,0,0,0,0,0,Min 3 months,0,Run out of stock,0,Run out of stock,Run out of stock - Run out of stock,-,-
734903,6.95316E+12,CAHUB-B0G      ,BASEUS THUNDERBOLT C+ DUAL TYPE-C TO USB3.0/HDMI/TYPE-C FEMALE HUB CONVERTER DEEP SPACE GRAY                  ,BASEUS                        ,79.89,124.5,259,1,5,1,3,2,6,0,0,0,0,0 month,0,Non moving,0,Run out of stock,Non moving - Run out of stock,-,-
671812,6.95316E+12,PPLG-01        ,BASEUS AMBLIGHT 30000MAH POWER BANK BLACK                                                                     ,BASEUS                        ,88.91,144.5,299,0,0,0,0,0,0,0,0,0,0,Min 3 months,0,Run out of stock,0,Run out of stock,Run out of stock - Run out of stock,-,-
663479,6.95316E+12,CAHUB-AZ0G     ,BASEUS SUPERLATIVE MULTIFUNCTIONAL HUB DEEP GREY                                                              ,BASEUS                        ,102.13,150,309,38,0,0,0,0,0,0,3,4,0,Min 3 months,2.33,Slow moving,111.5371,Profitable,Slow moving - Profitable,-,-
762676,6.95316E+12,CATXF-0G       ,BASEUS 7-IN-1 SQUARE DESK TYPE-C MULTI-FUNCTIONAL HUB TYPE-C                                                  ,BASEUS                        ,107.84,125,259,0,0,0,0,0,0,0,0,0,0,0 month,0,Run out of stock,0,Run out of stock,Run out of stock - Run out of stock,-,-
738074,6.95316E+12,CATSX-F0G      ,BASEUS 10-IN-1 HUB ADAPTER                                                                                    ,BASEUS                        ,161.91,344.5,719,0,1,1,1,0,0,0,0,0,0,Min 3 months,0,Run out of stock,0,Run out of stock,Run out of stock - Run out of stock,-,-
748116,7.4479E+12,BBP-901        ,BRAVE PU LEATHER BACKPACK BLACK WITH BLUETOOTH SPEAKER & 5000MAH POWER BANK                                   ,BRAVE                         ,197.68,292,469,0,1,3,0,2,0,0,0,0,0,Min 3 months,0,Run out of stock,0,Run out of stock,Run out of stock - Run out of stock,-,-
748118,7.4479E+12,BBP-902        ,BRAVE NYLON BACKPACK BLACK CIRCUIT PATTERN WITH BLUETOOTH SPEAKER & 5000MAH POWER BANK                        ,BRAVE                         ,197.68,292,469,0,1,5,0,2,0,0,0,0,0,Min 3 months,0,Run out of stock,0,Run out of stock,Run out of stock - Run out of stock,-,-
748119,7.4479E+12,BBP-903        ,BRAVE NYLON BACKPACK ARMY GREY WITH BLUETOOTH SPEAKER & 5000MAH POWER BANK                                    ,BRAVE                         ,197.68,292,469,-1,0,0,1,2,0,0,0,0,0,Min 3 months,0,Non moving,0,Run out of stock,Non moving - Run out of stock,Buying Price,-
748120,7.4479E+12,BBP-904        ,BRAVE NYLON BACKPACK DARK CAMOUFLAGE WITH BLUETOOTH SPEAKER & 5000MAH POWER BANK                              ,BRAVE                         ,197.68,292,469,0,1,2,1,3,0,0,0,0,0,0 month,0,Run out of stock,0,Run out of stock,Run out of stock - Run out of stock,-,-
748121,7.4479E+12,BBP-905        ,BRAVE NYLON BACKPACK BEIGE WITH BLUETOOTH SPEAKER & 5000MAH POWER BANK                                        ,BRAVE                         ,197.68,292,469,0,0,1,0,1,0,0,0,0,0,0 month,0,Run out of stock,0,Run out of stock,Run out of stock - Run out of stock,-,-
