Sku,UPC,Catalogue N,Title,Label,Arq COST,Cost Price,V.S.P.,Latest SOH,01-2019 total sale of Goods,02-2019 total sale of Goods,03-2019 total sale of Goods,04-2019 total sale of Goods,05-2019 total sale of Goods,06-2019 total sale of Goods,07-2019 total sale of Goods,08-2019 total sale of Goods,09-2019 total sale of Goods,Existence on Shop,3 months avrage sale,Stock Status,profit,Profit status,Final Status,Non Moving Action,Reordering
676642,7.4479E+12,BDC-480 BLACK  ,BRAVE MFI LIGHTNING CABLE 1M BLACK                                                                            ,BRAVE                         ,15.43,29.5,59,19,0,0,0,0,0,5,35,26,11,Min 3 months,24,Fast moving,337.68,Most profitable,Fast moving - Most profitable,-,Profitable - Reorder
734936,6.95316E+12,CALLG-09       ,BASEUS GLOWING DATA CABLE USB FOR LIGHTNING RED                                                               ,BASEUS                        ,15.6,29.5,59,0,0,0,0,0,0,0,0,0,0,0 month,0,Run out of stock,0,Run out of stock,Run out of stock - Run out of stock,-,-
734935,6.95316E+12,CALLG-01       ,BASEUS GLOWING DATA CABLE USB FOR LIGHTNING BLACK                                                             ,BASEUS                        ,15.69,29.5,59,0,0,0,0,0,0,0,0,0,0,0 month,0,Run out of stock,0,Run out of stock,Run out of stock - Run out of stock,-,-
758235,6.95316E+12,SGAPIPH58-WC01 ,BASEUS FULL-SCREEN CURVED PRIVACY TEMPERED GLASS SCREEN PROTECTOR BLACK FOR IPHONE XS/X                       ,BASEUS                        ,15.69,45,93,20,0,0,0,0,12,15,21,5,2,Min 3 months,9.33,Fast moving,273.4623,Most profitable,Fast moving - Most profitable,-,Profitable - Reorder
758236,6.95316E+12,SGAPIPH65-WC01 ,BASEUS FULL-SCREEN CURVED PRIVACY TEMPERED GLASS SCREEN PROTECTOR BLACK FOR IPHONE XS MAX                     ,BASEUS                        ,16,45,93,20,0,0,0,0,11,15,19,0,1,Min 3 months,6.67,Fast moving,193.43,Profitable,Fast moving - Profitable,-,-
742293,6.95316E+12,SGAPIPD-DX02   ,BASEUS 0.3MM ANTI-BLUE LIGHT TEMPERED GLASS FILM TRANSPARENT FOR IPAD PRO 11-INCH                             ,BASEUS                        ,16.32,44.5,89,2,2,0,1,0,0,0,0,0,0,0 month,0,Non moving,0,Run out of stock,Non moving - Run out of stock,-,-
739727,6.95316E+12,WIAPPOD-01     ,BASEUS PROTECTIVE CASE/WIRELESS CHARGER BLACK FOR AIRPODS                                                     ,BASEUS                        ,17.33,44.5,99,13,29,15,16,18,15,9,1,6,1,0 month,2.67,Slow moving,72.5439,Profitable,Slow moving - Profitable,-,-
739728,6.95316E+12,WIAPPOD-09     ,BASEUS PROTECTIVE CASE/WIRELESS CHARGER RED FOR AIRPODS                                                       ,BASEUS                        ,17.33,44.5,99,7,12,10,8,12,5,1,4,0,0,Min 3 months,1.33,Slow moving,36.1361,Profitable,Slow moving - Profitable,-,-
734900,6.95316E+12,ACDKQ-HG01     ,BASEUS PENDANT CARD READER BLACK                                                                              ,BASEUS                        ,17.55,39.5,79,0,0,0,0,0,0,0,0,0,0,Min 3 months,0,Run out of stock,0,Run out of stock,Run out of stock - Run out of stock,-,-
734901,6.95316E+12,ACDKQ-HG0S     ,BASEUS PENDANT CARD READER SILVER                                                                             ,BASEUS                        ,17.55,39.5,79,0,0,0,0,0,0,0,0,0,0,0 month,0,Run out of stock,0,Run out of stock,Run out of stock - Run out of stock,-,-
742296,6.95316E+12,SUGENT-XF01    ,BASEUS SUSPENSION GLASS DESKTOP BRACKET BLACK FOR SMARTPHONES                                                 ,BASEUS                        ,17.77073171,39.5,79,1,10,8,9,10,18,6,19,11,0,0 month,10,Fast moving,217.2926829,Most profitable,Fast moving - Most profitable,-,Profitable - Reorder
742295,6.95316E+12,SUGENT-XF0S    ,BASEUS SUSPENSION GLASS DESKTOP BRACKET SILVER FOR SMARTPHONES                                                ,BASEUS                        ,17.78,39.5,79,5,11,7,2,9,16,7,3,11,1,0 month,5,Slow moving,108.6,Profitable,Slow moving - Profitable,-,-
758230,6.97168E+12,RPH0890        ,ROCK SHOOTING GAME CONTROLLER WITH HANDLE BLACK                                                               ,ROCK                          ,18,35,73,0,0,0,0,0,0,0,0,0,0,0 month,0,Run out of stock,0,Run out of stock,Run out of stock - Run out of stock,-,-
663480,6.95316E+12,NGH15-01       ,BASEUS GAMO H15 BLACK 3.5MM WIRED IN-EAR EARPHONES                                                            ,BASEUS                        ,18.13,49.5,109,30,0,0,0,0,0,0,8,10,1,Min 3 months,6.33,Slow moving,198.5721,Profitable,Slow moving - Profitable,-,-
663481,6.95316E+12,NGH15-91       ,BASEUS GAMO H15 RES/BLACK 3.5MM WIRED IN-EAR EARPHONES                                                        ,BASEUS                        ,18.13,49.5,109,34,0,0,0,0,0,0,8,12,0,Min 3 months,6.67,Fast moving,209.2379,Most profitable,Fast moving - Most profitable,-,Profitable - Reorder
758244,6.95316E+12,CABA01-01      ,BASEUS BA01 USB WIRELESS ADAPTER CABLE BLACK                                                                  ,BASEUS                        ,18.32,44.5,94,0,0,0,0,0,0,0,0,0,0,0 month,0,Run out of stock,0,Run out of stock,Run out of stock - Run out of stock,-,-
758245,6.95316E+12,CABA01-09      ,BASEUS BA01 USB WIRELESS ADAPTER CABLE RED                                                                    ,BASEUS                        ,18.32,44.5,94,0,0,0,0,12,0,0,0,0,0,0 month,0,Run out of stock,0,Run out of stock,Run out of stock - Run out of stock,-,-
734873,6.95316E+12,WXBV-01        ,BASEUS BV WIRELESS CHARGER BLACK                                                                              ,BASEUS                        ,20.21,34.5,69,0,2,1,3,0,0,0,0,0,0,Min 3 months,0,Run out of stock,0,Run out of stock,Run out of stock - Run out of stock,-,-
734874,6.95316E+12,WXBV-02        ,BASEUS BV WIRELESS CHARGER WHITE                                                                              ,BASEUS                        ,20.25,34.5,69,0,0,0,3,0,0,0,0,0,0,Min 3 months,0,Run out of stock,0,Run out of stock,Run out of stock - Run out of stock,-,-
734875,6.95316E+12,WXBV-03        ,BASEUS BV WIRELESS CHARGER BLUE                                                                               ,BASEUS                        ,20.25,44.5,99,0,0,0,0,0,0,0,0,0,0,Min 3 months,0,Run out of stock,0,Run out of stock,Run out of stock - Run out of stock,-,-
734940,6.95316E+12,WXXP-02        ,BASEUS WIRELESS CHARGER SUCTION CUP WHITE                                                                     ,BASEUS                        ,20.91,44.5,99,1,1,0,0,0,0,0,0,0,0,0 month,0,Non moving,0,Run out of stock,Non moving - Run out of stock,-,-
742249,6.95316E+12,SUCJLF-01      ,BASEUS WINNER COOLING HEAT SINK BLACK FOR SMARTPHONES                                                         ,BASEUS                        ,21.04,44.5,99,20,27,10,7,23,10,15,21,9,2,0 month,10.67,Fast moving,250.3182,Most profitable,Fast moving - Most profitable,-,Profitable - Reorder
762677,6.95316E+12,SULR-0G        ,BASEUS UNLIMITED ADJUSTMENT LAZY PHONE HOLDER GREY                                                            ,BASEUS                        ,21.07,45,89,10,0,0,0,0,0,9,19,15,1,0 month,11.67,Fast moving,279.2631,Most profitable,Fast moving - Most profitable,-,Profitable - Reorder
317320,4.71608E+12,PH18080-DEE    ,BONE COLLECTION MR DEER QCASE FOR IPHONE XS MAX                                                               ,BONE COLLECTION               ,21.23,29.5,59,4,0,0,0,0,0,2,9,5,0,Min 3 months,4.67,Slow moving,38.6209,Profitable,Slow moving - Profitable,-,-
317324,4.71608E+12,PH18080-DUC    ,BONE COLLECTION PATTI DUCK QCASE FOR IPHONE XS MAX                                                            ,BONE COLLECTION               ,21.23,29.5,59,-1,0,0,0,0,0,1,5,1,0,0 month,2,Slow moving,16.54,Less profitable,Slow moving - Less profitable,-,-
317327,4.71608E+12,PH18080-CAT    ,BONE COLLECTION MIAO CAT QCASE FOR IPHONE XS MAX                                                              ,BONE COLLECTION               ,21.23,29.5,59,1,0,0,0,0,0,4,8,2,0,Min 3 months,3.33,Slow moving,27.5391,Less profitable,Slow moving - Less profitable,-,-
746546,6.95316E+12,SGAPIPD-BX02   ,BASEUS 0.3MM ANTI-BLUE LIGHT TEMPERED GLASS FILM TRANSPARENT FOR IPAD PRO 12.9-INCH 3RD GEN                   ,BASEUS                        ,21.8,44.5,99,0,2,1,4,4,2,5,4,1,0,0 month,1.67,Run out of stock,37.909,Profitable,Run out of stock - Profitable,-,-
734918,6.95316E+12,SUJX-01        ,BASEUS GOLD AROMATIZING AIR VENT CAR MOUNT                                                                    ,BASEUS                        ,22,34.5,69,1,3,1,2,0,0,0,0,0,0,Min 3 months,0,Non moving,0,Run out of stock,Non moving - Run out of stock,Buying Price,-
758119,7.4479E+11,BTC-320BK      ,BRAVE 2-PORT USB WALL CHARGER BLACK                                                                           ,BRAVE                         ,22,44.5,93,11,0,0,0,0,12,20,20,10,3,0 month,11,Fast moving,247.5,Most profitable,Fast moving - Most profitable,-,Profitable - Reorder
734941,6.95316E+12,WXXP-01        ,BASEUS WIRELESS CHARGER SUCTION CUP BLACK                                                                     ,BASEUS                        ,22.19,44.5,89,3,2,1,2,0,0,0,0,0,0,Min 3 months,0,Non moving,0,Run out of stock,Non moving - Run out of stock,Buying Price,-
317311,4.71608E+12,PH18101-DEE    ,BONE COLLECTION MR DEER QCASE FOR IPHONE XS                                                                   ,BONE COLLECTION               ,22.39,29.5,59,6,0,0,0,0,0,3,9,6,0,Min 3 months,5,Slow moving,35.55,Profitable,Slow moving - Profitable,-,-
317312,4.71608E+12,PH18101-DUC    ,BONE COLLECTION PATTI DUCK QCASE FOR IPHONE XS                                                                ,BONE COLLECTION               ,22.39,29.5,59,1,0,0,0,0,0,2,7,0,2,Min 3 months,3,Slow moving,21.33,Less profitable,Slow moving - Less profitable,-,-
317316,4.71608E+12,PH18101-CAT    ,BONE COLLECTION MIAO CAT QCASE FOR IPHONE XS                                                                  ,BONE COLLECTION               ,22.39,29.5,59,1,0,0,0,0,0,7,10,7,0,Min 3 months,5.67,Slow moving,40.3137,Profitable,Slow moving - Profitable,-,-
317333,4.71608E+12,PH18082-PEN    ,BONE COLLECTION MARU PENGUIN BUBBLE CASE FOR IPHONE XS                                                        ,BONE COLLECTION               ,22.39,29.5,59,10,0,0,0,0,0,0,2,2,0,Min 3 months,1.33,Slow moving,9.4563,Less profitable,Slow moving - Less profitable,-,-
317335,4.71608E+12,PH18082-DEE    ,BONE COLLECTION MR DEER BUBBLE CASE FOR IPHONE XS                                                             ,BONE COLLECTION               ,22.39,29.5,59,18,0,0,0,0,0,0,5,4,0,Min 3 months,3,Slow moving,21.33,Less profitable,Slow moving - Less profitable,-,-
317336,4.71608E+12,PH18082-DUC    ,BONE COLLECTION PATTI DUCK BUBBLE CASE FOR IPHONE XS                                                          ,BONE COLLECTION               ,22.39,29.5,59,6,0,0,0,0,0,2,4,1,2,Min 3 months,2.33,Slow moving,16.5663,Less profitable,Slow moving - Less profitable,-,-
317339,4.71608E+12,PH18082-CAT    ,BONE COLLECTION MIAO CAT BUBBLE CASE FOR IPHONE XS                                                            ,BONE COLLECTION               ,22.39,29.5,59,14,0,0,0,0,0,1,7,3,1,0 month,3.67,Slow moving,26.0937,Less profitable,Slow moving - Less profitable,-,-
317343,4.71608E+12,PH18084-DEE    ,BONE COLLECTION MR DEER BUBBLE CASE FOR IPHONE XS MAX                                                         ,BONE COLLECTION               ,22.39,29.5,59,33,0,0,0,0,0,0,4,4,1,0 month,3,Slow moving,21.33,Less profitable,Slow moving - Less profitable,-,-
317345,4.71608E+12,PH18084-CAT    ,BONE COLLECTION MIAO CAT BUBBLE CASE FOR IPHONE XS MAX                                                        ,BONE COLLECTION               ,22.39,29.5,59,10,0,0,0,0,0,0,8,8,0,Min 3 months,5.33,Slow moving,37.8963,Profitable,Slow moving - Profitable,-,-
734898,6.95316E+12,CCALL-TM12     ,BASEUS T TYPED BLUETOOTH MP3 CHARGER WITH CAR HOLDER DARK COFFEE                                              ,BASEUS                        ,22.86,39.5,79,1,0,0,3,4,1,0,0,0,0,0 month,0,Non moving,0,Run out of stock,Non moving - Run out of stock,-,-
758117,7.4479E+12,BAC-105        ,BRAVE LIGHTNING TO 3.5MM AUDIO CABLE WHITE                                                                    ,BRAVE                         ,23,44.5,93,21,0,0,0,2,14,25,15,10,4,Min 3 months,9.67,Fast moving,207.905,Profitable,Fast moving - Profitable,-,-
317277,4.71608E+12,BK18002-BK     ,BONE COLLECTION BIKE TIE PRO 2 BLACK                                                                          ,BONE COLLECTION               ,23.16,39.5,79,5,0,0,0,0,0,0,6,1,0,Min 3 months,2.33,Slow moving,38.0722,Profitable,Slow moving - Profitable,-,-
317278,4.71608E+12,BK18002-R      ,BONE COLLECTION BIKE TIE PRO 2 RED                                                                            ,BONE COLLECTION               ,23.16,39.5,79,28,0,0,0,0,0,0,1,5,0,Min 3 months,2,Slow moving,32.68,Less profitable,Slow moving - Less profitable,-,-
317280,4.71608E+12,BK18002-GR     ,BONE COLLECTION BIKE TIE PRO 2 GREY                                                                           ,BONE COLLECTION               ,23.16,39.5,79,19,0,0,0,0,0,2,7,3,0,Min 3 months,3.33,Slow moving,54.4122,Profitable,Slow moving - Profitable,-,-
734897,6.95316E+12,CCALL-TM0A     ,BASEUS T TYPED BLUETOOTH MP3 CHARGER WITH CAR HOLDER TARNISH                                                  ,BASEUS                        ,23.39,49.5,109,0,0,0,1,0,0,0,0,0,0,Min 3 months,0,Run out of stock,0,Run out of stock,Run out of stock - Run out of stock,-,-
738079,6.95316E+12,ACSR-XJ09      ,BASEUS ADAPTER X-MEN AUDIO RADIATOR RED/BLACK                                                                 ,BASEUS                        ,23.46,49.5,99,0,4,1,4,1,0,0,0,0,0,0 month,0,Run out of stock,0,Run out of stock,Run out of stock - Run out of stock,-,-
738080,6.95316E+12,ACSR-XJ0A      ,BASEUS ADAPTER X-MEN AUDIO RADIATOR BLACK                                                                     ,BASEUS                        ,23.46,39.5,79,0,4,2,1,0,0,0,0,0,0,0 month,0,Run out of stock,0,Run out of stock,Run out of stock - Run out of stock,-,-
665862,6.95316E+12,WXYDIW02-01    ,BASEUS DOTTER BLACK WIRELESS CHARGER FOR APPLE WATCH                                                          ,BASEUS                        ,23.57,49.5,109,35,0,0,0,0,0,1,9,10,1,0 month,6.67,Fast moving,172.9531,Profitable,Fast moving - Profitable,-,-
671807,6.95316E+12,WXYDIW02-02    ,BASEUS DOTTER WHITE WIRELESS CHARGER FOR APPLE WATCH                                                          ,BASEUS                        ,23.57,49.5,109,46,0,0,0,0,0,0,8,5,1,Min 3 months,4.67,Slow moving,121.0931,Profitable,Slow moving - Profitable,-,-
734896,6.95316E+12,CCALL-TM01     ,BASEUS T TYPED BLUETOOTH MP3 CHARGER WITH CAR HOLDER BLACK                                                    ,BASEUS                        ,24.02,39.5,79,0,3,2,1,1,0,0,0,0,0,Min 3 months,0,Run out of stock,0,Run out of stock,Run out of stock - Run out of stock,-,-
734948,6.95316E+12,ACSR-MS01      ,BASEUS MAGIC MONSTER GAMEPAD STYLE POWER BANK 2000MAH                                                         ,BASEUS                        ,24.14,49.5,109,0,7,2,6,4,3,2,0,0,0,Min 3 months,0,Run out of stock,0,Run out of stock,Run out of stock - Run out of stock,-,-
734878,6.95316E+12,CCALL-AJK01    ,BASEUS SIMPLE WIRELESS CHARGER TRANSPARENT                                                                    ,BASEUS                        ,24.62,54.5,119,0,1,2,2,0,0,0,0,0,0,Min 3 months,0,Run out of stock,0,Run out of stock,Run out of stock - Run out of stock,-,-
734895,6.95316E+12,CCALL-RH01     ,BASEUS LOCOMOTIVE BLUETOOTH MP3 VEHICLE CHARGER BLACK                                                         ,BASEUS                        ,24.73,44.5,99,3,12,8,13,3,3,3,1,0,0,0 month,0.33,Non moving,6.5241,Less profitable,Non moving - Less profitable,-,-
748133,4.71608E+12,AP14021-BK     ,BONE COLLECTION LINKEY LIGHTNING BLACK                                                                        ,BONE COLLECTION               ,25.09,59.5,129,2,1,7,0,2,0,0,0,0,0,Min 3 months,0,Non moving,0,Run out of stock,Non moving - Run out of stock,Buying Price,-
734899,6.95316E+12,ACCHZ-01       ,BASEUS ROTATION TYPE UNIVERSAL CHARGER BLACK                                                                  ,BASEUS                        ,25.36,49.5,109,4,4,3,2,10,5,11,9,7,1,Min 3 months,5.67,Slow moving,136.8738,Profitable,Slow moving - Profitable,-,-
734877,6.95316E+12,CCALL-JK02     ,BASEUS SIMPLE WIRELESS CHARGER WHITE                                                                          ,BASEUS                        ,25.65,49.5,99,1,3,0,1,0,0,0,0,0,0,Min 3 months,0,Non moving,0,Run out of stock,Non moving - Run out of stock,Buying Price,-
734876,6.95316E+12,CCALL-JK01     ,BASEUS SIMPLE WIRELESS CHARGER BLACK                                                                          ,BASEUS                        ,25.97,49.5,99,0,1,1,3,0,0,0,0,0,0,Min 3 months,0,Run out of stock,0,Run out of stock,Run out of stock - Run out of stock,-,-
758226,6.95316E+12,ACJHQ-01       ,BASEUS MICROMOLECULE FORMALDEHYDE PURIFIER DEEP SPACE BLACK                                                   ,BASEUS                        ,26,50,104,9,0,0,0,0,1,2,2,1,2,Min 3 months,1.67,Slow moving,40.08,Profitable,Slow moving - Profitable,-,-
758227,6.95316E+12,ACJHQ-0S       ,BASEUS MICROMOLECULE FORMALDEHYDE PURIFIER SILVER                                                             ,BASEUS                        ,26,50,104,9,0,0,0,0,0,3,1,0,0,Min 3 months,0.33,Non moving,7.92,Less profitable,Non moving - Less profitable,Buying Price,-
734886,6.95316E+12,PPALL-PX01     ,BASEUS PARALLEL LINE POWER BANK 10000MAH BLACK                                                                ,BASEUS                        ,26.9,59.5,129,0,2,0,0,4,1,1,0,0,0,0 month,0,Run out of stock,0,Run out of stock,Run out of stock - Run out of stock,-,-
734887,6.95316E+12,PPALL-PX02     ,BASEUS PARALLEL LINE POWER BANK 10000MAH WHITE                                                                ,BASEUS                        ,26.9,49.5,99,8,0,1,7,5,9,5,5,1,0,Min 3 months,2,Slow moving,45.2,Profitable,Slow moving - Profitable,-,-
734888,6.95316E+12,PPALL-PX03     ,BASEUS PARALLEL LINE POWER BANK 10000MAH BLUE                                                                 ,BASEUS                        ,26.96,59.5,129,0,0,0,0,0,0,0,0,0,0,Min 3 months,0,Run out of stock,0,Run out of stock,Run out of stock - Run out of stock,-,-
743945,6.95316E+12,NGS07-19       ,BASEUS ENCOK RED/BLACK SPORTS WIRELESS IN-EAR EARPHONES S07                                                   ,BASEUS                        ,26.99,49.5,99,0,0,0,0,0,0,0,0,0,0,0 month,0,Run out of stock,0,Run out of stock,Run out of stock - Run out of stock,-,-
734904,6.95316E+12,CAHUB-D0G      ,BASEUS CUBE TYPE-C TO USB3.0X3+USB2.0X2 HUB ADAPTER DARK GRAY                                                 ,BASEUS                        ,27,59.5,129,0,8,7,5,3,0,0,1,0,0,0 month,0.33,Run out of stock,10.725,Less profitable,Run out of stock - Less profitable,-,Stop Ordering
665860,6.95316E+12,NGA03-02       ,BASEUS ENCOK A03 WHITE WIRELESS IN-EAR EARPHONES                                                              ,BASEUS                        ,27.19,69.5,149,37,0,0,0,0,0,0,10,6,1,0 month,5.67,Slow moving,239.8977,Most profitable,Slow moving - Most profitable,-,-
743943,6.95316E+12,NGS07-01       ,BASEUS ENCOK BLACK SPORTS WIRELESS IN-EAR EARPHONES S07                                                       ,BASEUS                        ,27.24,49.5,99,5,0,1,0,0,0,0,0,0,0,Min 3 months,0,Non moving,0,Run out of stock,Non moving - Run out of stock,Buying Price,-
743947,6.95316E+12,NGS07-S9       ,BASEUS ENCOK SILVER/RED SPORTS WIRELESS IN-EAR EARPHONES S07                                                  ,BASEUS                        ,27.24,49.5,99,0,0,0,0,0,0,0,0,0,0,0 month,0,Run out of stock,0,Run out of stock,Run out of stock - Run out of stock,-,-
738069,6.95316E+12,WXHSG-01       ,BASEUS SILCIONE HORIZONTAL DESKTOP WIRELESS CHARGER BLACK                                                     ,BASEUS                        ,28.72,59.5,129,0,0,0,0,0,0,0,0,0,0,0 month,0,Run out of stock,0,Run out of stock,Run out of stock - Run out of stock,-,-
738068,6.95316E+12,WXHSG-02       ,BASEUS SILCIONE HORIZONTAL DESKTOP WIRELESS CHARGER WHITE                                                     ,BASEUS                        ,28.72,59.5,129,0,0,1,0,0,0,0,0,0,0,0 month,0,Run out of stock,0,Run out of stock,Run out of stock - Run out of stock,-,-
748127,4.71608E+12,PH18502-BK     ,BONE COLLECTION RUN TIE BLACK LARGE FOR SMARTPHONES 4-6.5 INCH                                                ,BONE COLLECTION               ,28.95,44.5,89,13,11,2,6,0,1,2,4,3,1,Min 3 months,2.67,Slow moving,41.5185,Profitable,Slow moving - Profitable,-,-
748128,4.71608E+12,PH18501-BK     ,BONE COLLECTION RUN TIE BLACK SMALL                                                                           ,BONE COLLECTION               ,28.95,69.5,149,2,7,6,1,0,1,1,0,0,0,0 month,0,Non moving,0,Run out of stock,Non moving - Run out of stock,-,-
317296,4.71608E+12,PH18502-GR     ,BONE COLLECTION RUN TIE GREY L ARMBAND                                                                        ,BONE COLLECTION               ,28.95,44.5,89,28,0,0,0,0,0,4,8,9,1,Min 3 months,6,Slow moving,93.3,Profitable,Slow moving - Profitable,-,-
317301,4.71608E+12,PH18501-GR     ,BONE COLLECTION RUN TIE GREY S ARMBAND                                                                        ,BONE COLLECTION               ,28.95,44.5,89,22,0,0,0,0,0,1,0,3,0,Min 3 months,1,Slow moving,15.55,Less profitable,Slow moving - Less profitable,-,-
766140,6.95316E+12,CA1T4-I0G      ,BASEUS STAR RING SERIES 4-IN-1 CABLE 1.2M DEEP GREY                                                           ,BASEUS                        ,28.96253968,65,139,0,0,0,0,0,0,0,0,0,0,0 month,0,Run out of stock,0,Run out of stock,Run out of stock - Run out of stock,-,-
665859,6.95316E+12,NGA03-01       ,BASEUS ENCOK A03 BLACK WIRELESS IN-EAR EARPHONES                                                              ,BASEUS                        ,30.82,69.5,149,22,0,0,0,0,0,0,12,9,0,0 month,7,Fast moving,270.76,Most profitable,Fast moving - Most profitable,-,Profitable - Reorder
734872,6.95316E+12,WXJS-S2        ,BASEUS METAL WIRELESS CHARGER SILVER/WHITE                                                                    ,BASEUS                        ,31.03,59.5,119,0,1,0,0,0,0,0,0,0,0,Min 3 months,0,Run out of stock,0,Run out of stock,Run out of stock - Run out of stock,-,-
734883,6.95316E+12,PPALL-AKU02    ,BASEUS MINI CU DIGITAL DISPLAY POWER BANK 10000MAH WHITE                                                      ,BASEUS                        ,31.07,64.5,139,7,1,0,2,3,7,5,4,3,0,0 month,2.33,Slow moving,77.8919,Profitable,Slow moving - Profitable,-,-
734871,6.95316E+12,WXJS-A1        ,BASEUS METAL WIRELESS CHARGER TARNISH/BLACK                                                                   ,BASEUS                        ,31.09,59.5,119,0,0,1,0,0,0,0,0,0,0,Min 3 months,0,Run out of stock,0,Run out of stock,Run out of stock - Run out of stock,-,-
734937,6.95316E+12,SUGENT-ZN03    ,BASEUS SMART CAR MOUNT PHONE HOLDER BLUE                                                                      ,BASEUS                        ,34.52,69.5,149,0,0,0,0,0,0,0,0,0,0,Min 3 months,0,Run out of stock,0,Run out of stock,Run out of stock - Run out of stock,-,-
734938,6.95316E+12,SUGENT-ZN0S    ,BASEUS SMART CAR MOUNT PHONE HOLDER SILVER                                                                    ,BASEUS                        ,34.52,69.5,149,0,0,0,0,0,0,0,0,0,0,Min 3 months,0,Run out of stock,0,Run out of stock,Run out of stock - Run out of stock,-,-
734835,6.95316E+12,SUGENT-ZN01    ,BASEUS SMART CAR MOUNT CELL PHONE HOLDER BLACK                                                                ,BASEUS                        ,34.57,49.5,99,0,4,1,1,0,0,0,0,0,0,Min 3 months,0,Run out of stock,0,Run out of stock,Run out of stock - Run out of stock,-,-
738081,6.95316E+12,ACXUN-02       ,BASEUS AROMA DIFFUSER CREAM WHITE                                                                             ,BASEUS                        ,36.14,64.5,139,5,4,4,4,4,3,4,5,0,0,0 month,1.67,Slow moving,47.3612,Profitable,Slow moving - Profitable,-,-
758125,6.95316E+12,WXYL-A01       ,BASEUS OSCULUM WIRELESS GRAVITY CAR CHARGER                                                                   ,BASEUS                        ,37.13,74.5,156,14,0,0,0,8,16,9,12,0,1,Min 3 months,4.33,Slow moving,161.8121,Profitable,Slow moving - Profitable,-,-
734882,6.95316E+12,PPALL-AKU01    ,BASEUS MINI CU DIGITAL DISPLAY POWER BANK 10000MAH BLACK                                                      ,BASEUS                        ,37.61867257,64.5,139,8,4,3,10,8,6,5,21,7,1,Min 3 months,9.67,Fast moving,259.9424363,Most profitable,Fast moving - Most profitable,-,Profitable - Reorder
742294,6.95316E+12,LTAPIPD-ASM03  ,BASEUS SIMPLISM Y-TYPE LEATHER CASE BLUE FOR IPAD PRO 11-INCH                                                 ,BASEUS                        ,38.14,74.5,159,2,2,1,0,0,0,0,0,0,0,0 month,0,Non moving,0,Run out of stock,Non moving - Run out of stock,-,-
748129,4.71608E+12,DR18041-32BK   ,BONE COLLECTION MARU PENGUIN 32GB USB 3.0                                                                     ,BONE COLLECTION               ,38.22,51.35,79,46,3,2,2,1,0,4,2,9,1,Min 3 months,4,Slow moving,52.52,Profitable,Slow moving - Profitable,-,-
748131,4.71608E+12,DR18043-32BR   ,BONE COLLECTION MR. DEER 32GB USB 3.0                                                                         ,BONE COLLECTION               ,38.22,51.35,79,51,1,1,0,0,0,5,2,4,0,Min 3 months,2,Slow moving,26.26,Less profitable,Slow moving - Less profitable,-,-
746547,6.95316E+12,LTAPIPD-ASM01  ,BASEUS SIMPLISM Y-TYPE LEATHER CASE BLACK FOR IPAD PRO 11-INCH                                                ,BASEUS                        ,38.39247525,74.5,159,0,4,2,0,2,0,0,0,0,0,0 month,0,Run out of stock,0,Run out of stock,Run out of stock - Run out of stock,-,-
738077,6.95316E+12,CATSY-0G       ,BASEUS TYPE-C MALE TO HDMI MALE 4K HD ADAPTER CABLE 1.8M                                                      ,BASEUS                        ,40.99,89.5,189,1,3,2,4,0,1,0,0,0,0,0 month,0,Non moving,0,Run out of stock,Non moving - Run out of stock,-,-
734881,6.95316E+12,WX2IN1-02      ,BASEUS SMART 2 IN 1 WIRELESS CHARGER WHITE                                                                    ,BASEUS                        ,41.15,84.5,179,16,19,4,14,29,23,12,17,14,3,0 month,11.33,Fast moving,491.1555,Most profitable,Fast moving - Most profitable,-,Profitable - Reorder
734885,6.95316E+12,PPALL-EX09     ,BASEUS DUAL OUTPUT WIRELESS CHARGE POWER BANK 8000MAH RED                                                     ,BASEUS                        ,43.13447761,79.5,169,4,1,1,5,1,0,1,0,0,0,Min 3 months,0,Non moving,0,Run out of stock,Non moving - Run out of stock,Buying Price,-
734884,6.95316E+12,PPALL-EX01     ,BASEUS DUAL OUTPUT WIRELESS CHARGE POWER BANK 8000MAH BLACK                                                   ,BASEUS                        ,43.38,69.5,149,0,4,3,4,9,0,0,2,0,0,Min 3 months,0.67,Run out of stock,17.5004,Less profitable,Run out of stock - Less profitable,-,Stop Ordering
746548,6.95316E+12,LTAPIPD-BSM01  ,BASEUS SIMPLISM Y-TYPE LEATHER CASE BLACK FOR IPAD PRO 12.9-INCH 3RD GEN                                      ,BASEUS                        ,44.2,89.5,189,0,3,2,0,0,0,0,0,0,0,Min 3 months,0,Run out of stock,0,Run out of stock,Run out of stock - Run out of stock,-,-
746549,6.95316E+12,LTAPIPD-BSM03  ,BASEUS SIMPLISM Y-TYPE LEATHER CASE BLUE FOR IPAD PRO 12.9-INCH 3RD GEN                                       ,BASEUS                        ,44.33706294,89.5,189,0,7,0,1,0,1,0,0,0,0,Min 3 months,0,Run out of stock,0,Run out of stock,Run out of stock - Run out of stock,-,-
742301,6.95844E+12,4KCD6901       ,USAMS 4000MAH POWER BANK CASE BLACK FOR IPHONE XS MAX                                                         ,USAMS                         ,45,94.5,199,0,34,9,0,0,0,0,0,0,0,0 month,0,Run out of stock,0,Run out of stock,Run out of stock - Run out of stock,-,-
